ID,Name,Breakfast,Cooking time in minutes,Cooking time,Serving type,Servings,Calories,Protein,Fat,Carbs,Difficulty,Spicy,Ingredients,Types,Weights,URL,Picture URL
376,Курица «По-домашнему» с аджикой и майонезом,0,70,1 час 10 минут,Порции,3,235.51,14.19,19.36,1.16,1,0,[203 488 221   4 302],"['г', 'г', 'г', 'г', 'г']","[400.0, 3.0, 50.0, 8.5, 4.0]",https://food.ru/recipes/190407,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9DeHpYREwuanBlZw.jpg
377,Картошка с яйцом в духовке,0,55,55 минут,Порции,4,76.07,3.17,4.71,5.27,2,1,[ 62 132 199 372 433 390 486 294 285],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по желанию', 'по желанию']","[1000.0, 600.0, 180.0, 50.0, 100.0, 0, 0, 0, 0]",https://food.ru/recipes/190408,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80NHJraXQuanBlZw.jpg
378,Салат из белой фасоли и свежего огурца,0,50,50 минут,Порции,2,262.65,9.03,14.33,27.78,1,1,[ 21 268 458 291 385 488 390 399],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[100.0, 100.0, 4.0, 34.0, 8.0, 5.0, 0, 0]",https://food.ru/recipes/190409,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80TU1YaTQuanBlZw.jpg
379,Соус тартар с маринованными корнишонами,0,35,35 минут,Порция,1,38.44,1.52,3.29,0.64,1,0,[232 379 199 399 390 458  62],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[30.0, 75.0, 60.0, 1.0, 1.0, 2.0, 500.0]",https://food.ru/recipes/190410,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9ObzlBZlMuanBlZw.jpg
380,"Зеленая чечевица с курицей, морковью и чесноком",0,50,50 минут,Порции,2,212.63,16.31,8.58,20.56,1,0,[100 195 252 315 488 291 390 399],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[150.0, 150.0, 50.0, 60.0, 5.0, 34.0, 0, 0]",https://food.ru/recipes/190411,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS93Ylpld0UuanBlZw.jpg
381,Шарлотка «Любимая»,0,70,1 час 10 минут,Порций,6,137.91,3.18,1.95,27.49,1,0,[308 337 510 502 311],"['г', 'г', 'г', 'г', 'г']","[130.0, 180.0, 180.0, 750.0, 5.0]",https://food.ru/recipes/190412,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zam1Ib2QuanBlZw.jpg
382,Картофельные драники с сыром,1,35,35 минут,Порции,3,175.63,6.68,9.59,15.82,2,1,[132 199 308 433 314 285 390 486 379],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по желанию']","[480.0, 60.0, 50.0, 100.0, 34.0, 6.0, 0, 0, 0]",https://food.ru/recipes/190413,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zTlFMV3guanBlZw.jpg
383,Наливной пирог с консервами «Быстрый ужин»,0,50,50 минут,Порций,8,145.87,14.11,5.64,9.77,1,0,[308 137 311 510 329],"['г', 'г', 'г', 'г', 'г']","[100.0, 206.0, 1.0, 300.0, 240.0]",https://food.ru/recipes/190414,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80MjNVc3kuanBlZw.jpg
384,Салат с зернистой горчицей и кукурузой,0,30,30 минут,Порция,1,68.16,2.0,3.05,8.61,1,0,[108 186  34 252 315 379 390],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[16.0, 50.0, 150.0, 90.0, 40.0, 50.0, 1.0]",https://food.ru/recipes/190415,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UFk0YVQuanBlZw.jpg
385,"Овощное рагу с грибами, стручковой фасолью и сладким перцем",0,40,40 минут,Порции,4,70.92,2.0,4.47,4.3,1,0,[494 409  34 340 271],"['г', 'г', 'г', 'г', 'г']","[250.0, 200.0, 300.0, 30.0, 34.0]",https://food.ru/recipes/190416,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS9TMlJEU20uanBlZw.jpg
386,Лепешка с фаршем на обед,1,80,1 час 20 минут,Порции,2,270.69,8.58,14.23,26.64,1,0,[137 291 308 383 258 199 458 390 399],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[206.0, 34.0, 300.0, 2.5, 200.0, 60.0, 4.0, 10.0, 0]",https://food.ru/recipes/190417,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zRUxMUlYuanBlZw.jpg
387,Жареная картошка с салом,0,35,35 минут,Порции,2,282.54,1.84,25.5,11.4,2,1,[132 349 458 390 486],"['г', 'г', 'г', 'по вкусу', 'по вкусу']","[500.0, 200.0, 14.0, 0, 0]",https://food.ru/recipes/190418,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zZjVraWYuanBlZw.jpg
388,Запеканка «Вермишелька»,0,60,1 час ,Порций,6,260.45,13.29,18.84,15.7,1,0,[ 52 258 243 199 427],"['г', 'г', 'г', 'г', 'г']","[100.0, 200.0, 100.0, 120.0, 100.0]",https://food.ru/recipes/190419,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS84UFdNRm8uanBlZw.jpg
389,Шаурма с мидиями и крабовыми палочками,0,8,8 минут,Порция,1,175.14,6.17,7.55,19.65,1,0,[ 11 438 233 171 330 268 221],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[100.0, 50.0, 20.0, 50.0, 20.0, 100.0, 10.0]",https://food.ru/recipes/190420,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMi8zcVBKTVguanBlZw.jpg
390,Макароны с сосисками на сковороде,0,30,30 минут,Порции,3,74.36,2.15,3.96,7.44,1,0,[223  62 391 314 390 486 449],"['г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[200.0, 1500.0, 180.0, 34.0, 0, 0, 0]",https://food.ru/recipes/190421,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zdUFTYVYuanBlZw.jpg
391,Рисовые шарики с сыром и специями,0,40,40 минут,Порция,1,434.56,15.0,30.63,39.0,1,0,[322 427 291 272 399 390],"['г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[60.0, 80.0, 34.0, 30.0, 0, 0]",https://food.ru/recipes/190422,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80WEtjZDUuanBlZw.jpg
392,Печеночные оладьи с луком и сметаной на ужин,0,30,30 минут,Порций,6,152.4,15.6,6.47,7.48,1,1,[ 69 315 379 308 510 390 486 291],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г']","[600.0, 80.0, 50.0, 50.0, 120.0, 0, 0, 17.0]",https://food.ru/recipes/190423,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS81Zk1zUFQuanBlZw.jpg
393,Куриный суп с рисом и чечевицей,0,50,50 минут,Порции,3,33.09,4.88,0.25,2.65,1,0,[198 100 322  62 390 252],"['г', 'г', 'г', 'г', 'г', 'г']","[500.0, 48.0, 50.0, 2000.0, 10.0, 90.0]",https://food.ru/recipes/190424,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS84RVN4Q20uanBlZw.jpg
394,Салат с творогом,0,15,15 минут,Порции,2,91.63,6.0,6.65,2.02,1,1,[435 335 105 285 488 212 271 390 486 279 296],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[100.0, 200.0, 10.0, 4.0, 5.0, 20.0, 17.0, 1.5, 0.5, 18.0, 0]",https://food.ru/recipes/190425,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80RHRIWUUuanBlZw.jpg
395,"Напиток из сухофруктов, лимона и листьев малины",0,30,30 минут,Порция,1,51.48,0.52,0.01,12.8,1,0,[212 417 216 239  62],"['г', 'г', 'г', 'г', 'г']","[60.0, 105.0, 35.0, 28.0, 500.0]",https://food.ru/recipes/190426,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9Sb2FRelguanBlZw.jpg
396,Полезный салат из помидоров и авокадо,0,50,50 минут,Порции,2,147.93,1.6,13.45,5.24,1,1,[  2 294 488 271 390],"['г', 'г', 'г', 'г', 'по вкусу']","[200.0, 200.0, 10.0, 17.0, 0]",https://food.ru/recipes/190427,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80QzZEVEouanBlZw.jpg
397,Суп с консервированной красной фасолью и томатом,0,90,1 час 30 минут,Порций,6,117.32,5.59,4.24,12.23,1,0,[ 66 315 252 294 446 285 132 153],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[250.0, 80.0, 90.0, 80.0, 30.0, 2.0, 480.0, 400.0]",https://food.ru/recipes/190428,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMDkzMC9SZXpwbTguanBlZw.jpg
398,Картошка со сметаной в мультиварке,0,85,1 час 25 минут,Порции,4,79.55,1.55,3.79,9.74,2,1,[132 252 380  62 372 390 486 257 458 296 458 296],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'г', 'по вкусу']","[480.0, 90.0, 100.0, 200.0, 20.0, 2.0, 1.5, 1.0, 2.0, 0, 2.0, 0]",https://food.ru/recipes/190429,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zem5jSFIuanBlZw.jpg
399,Королевская запеканка из творога и изюма к чаю,0,50,50 минут,Порций,8,279.21,10.78,15.34,24.98,1,0,[436 510  42 112 337 372 308 311],"['г', 'г', 'по желанию', 'г', 'г', 'г', 'г', 'г']","[700.0, 180.0, 0, 50.0, 150.0, 180.0, 260.0, 10.0]",https://food.ru/recipes/190430,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UkpycjUuanBlZw.jpg
400,Овощная яичница на сливочном масле,1,25,25 минут,Порции,3,100.92,5.19,7.66,2.48,1,0,[294 372 510 390],"['г', 'г', 'г', 'г']","[400.0, 30.0, 240.0, 5.0]",https://food.ru/recipes/190432,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9CcDZWQ04uanBlZw.jpg
401,Салат «Чижик»,0,50,50 минут,Порций,6,169.14,11.42,7.94,13.21,1,0,[203 221 163 411 268 174],"['г', 'по вкусу', 'г', 'г', 'г', 'г']","[500.0, 0, 240.0, 1.0, 200.0, 240.0]",https://food.ru/recipes/190433,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zVWk5S1cuanBlZw.jpg
402,"Стейк из свинины, запеченный на ольхе",0,775,12 часов 55 минут,Порция,1,230.38,13.97,17.13,4.98,1,0,[348   4 399],"['г', 'г', 'г']","[500.0, 50.0, 100.0]",https://food.ru/recipes/190434,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zYlp3TWUuanBlZw.jpg
403,Томатный соус со сметаной к мясу,0,30,30 минут,Порция,1,77.91,1.81,6.01,4.33,1,0,[446 379 294 458 399 390],"['г', 'г', 'г', 'г', 'г', 'г']","[10.0, 75.0, 160.0, 10.0, 1.0, 1.0]",https://food.ru/recipes/190435,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9mYUhkbkcuanBlZw.jpg
404,Кекс с какао,1,70,1 час 10 минут,Порций,6,318.87,4.97,14.31,44.93,2,0,[308 245 337 199 372 291 124  56 383 390 338],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[130.0, 150.0, 160.0, 60.0, 50.0, 34.0, 25.0, 5.0, 2.5, 1.0, 25.0]",https://food.ru/recipes/190436,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zQzM0QVguanBlZw.jpg
405,Закусочные яйца с печеночным паштетом и кукурузой,0,50,50 минут,Порция,1,226.91,7.9,18.14,7.76,1,1,[510 286 186 221  72 424 390],"['г', 'г', 'г', 'г', 'по вкусу', 'г', 'по вкусу']","[120.0, 50.0, 90.0, 50.0, 0, 10.0, 0]",https://food.ru/recipes/190437,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxMi9raVFIYjQuanBlZw.jpg
406,Овощное рагу с сыром на обед,0,50,50 минут,Порция,1,74.98,2.55,4.45,8.01,1,0,[ 89 132 427 363 390  62 314],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[160.0, 240.0, 30.0, 100.0, 1.0, 100.0, 17.0]",https://food.ru/recipes/190439,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS80NGZ5R3ouanBlZw.jpg
407,Аппетитные отбивные из корейки на ужин,0,40,40 минут,Порций,6,316.35,14.97,23.84,9.69,1,0,[344 390 510 272 314],"['г', 'по вкусу', 'г', 'г', 'г']","[890.0, 0, 120.0, 150.0, 50.0]",https://food.ru/recipes/190440,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UGliamUuanBlZw.jpg
408,Вареная кукуруза в молоке,0,60,1 час ,Порции,3,80.72,2.46,2.34,13.03,1,0,[186  62 243 372 390 337],"['г', 'г', 'г', 'г', 'по вкусу', 'г']","[1500.0, 1000.0, 200.0, 30.0, 0, 10.0]",https://food.ru/recipes/190441,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zOXFIb3EuanBlZw.jpg
409,"Овощи, запеченные в соусе Том Ям",0,45,45 минут,Порция,1,73.83,2.72,1.39,12.38,1,0,[132 263 276 399 212],"['г', 'г', 'г', 'г', 'г']","[300.0, 300.0, 50.0, 20.0, 20.0]",https://food.ru/recipes/190442,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zaDJRWWguanBlZw.jpg
410,Гороховый суп с копченостями,0,120,2 часа ,Порций,6,74.65,6.51,3.27,5.05,2,1,[ 71 315 252 132 162 390 486  62 411],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г', 'по желанию']","[200.0, 80.0, 90.0, 240.0, 500.0, 0, 0, 2000.0, 0]",https://food.ru/recipes/190443,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zbjNQWWcuanBlZw.jpg
411,Рыбно-свиные котлеты на ужин,0,50,50 минут,Порции,3,192.6,11.57,12.43,8.5,1,0,[243 468 352 510 399 390 314  31 272],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 200.0, 250.0, 60.0, 1.0, 5.0, 34.0, 50.0, 50.0]",https://food.ru/recipes/190444,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS80RlQ5dHEuanBlZw.jpg
412,Закуска «Русская» с лобой,0,20,20 минут,Порция,1,49.0,1.31,2.85,5.02,1,0,[ 28 133 384 218 163],"['г', 'г', 'г', 'г', 'г']","[80.0, 200.0, 20.0, 600.0, 100.0]",https://food.ru/recipes/190445,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80VnBHWU4uanBlZw.jpg
413,Пирог с вареной сгущенкой,0,55,55 минут,Порций,8,301.86,8.71,11.41,41.47,2,0,[199  50 308 314 337 311 390   9],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[300.0, 250.0, 300.0, 51.0, 62.5, 5.0, 1.0, 0]",https://food.ru/recipes/190446,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9HUzU0VGsuanBlZw.jpg
414,Фруктовая тарелка под соусом,0,30,30 минут,Порция,1,100.4,0.67,1.73,17.44,1,0,[379  81 227 156  58  79 110],"['г', 'г', 'г', 'г', 'г', 'г', 'г']","[50.0, 50.0, 200.0, 100.0, 100.0, 135.0, 30.0]",https://food.ru/recipes/190447,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNS9kV1k5UUguanBlZw.jpg
415,Камбала в маринаде по-иркутски,0,55,55 минут,Порции,4,825.1,16.39,1.96,0.09,1,0,[125 474 214 399 291],"['г', 'г', 'г', 'г', 'г']","[6000.0, 20.0, 10.0, 10.0, 10.0]",https://food.ru/recipes/190448,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zaFp6ZDguanBlZw.jpg
416,Воздушное картофельное пюре с сыром и свежей зеленью,0,45,45 минут,Порций,6,127.43,5.88,8.34,11.97,1,0,[132 243 390 427 458 372],"['г', 'г', 'по вкусу', 'г', 'г', 'г']","[500.0, 200.0, 0, 120.0, 30.0, 30.0]",https://food.ru/recipes/190449,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zVjRrQVguanBlZw.jpg
417,Мексиканская лепешка с начинкой,0,30,30 минут,Порции,3,142.33,10.49,7.13,12.37,2,2,[451 198 315 494 294 427  34 488 314 390 486 206 449],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по желанию', 'по желанию']","[180.0, 250.0, 80.0, 150.0, 160.0, 100.0, 75.0, 15.0, 34.0, 0, 0, 0, 0]",https://food.ru/recipes/190450,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80UkFhd1cuanBlZw.jpg
418,Вкусный салат оливье с вареной колбасой,0,30,30 минут,Порции,4,105.46,5.51,5.83,7.09,1,0,[132 252  45 157 388 199 315 221 390],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[480.0, 180.0, 300.0, 350.0, 120.0, 240.0, 0, 0, 0]",https://food.ru/recipes/190451,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zbW80TG4uanBlZw.jpg
419,Фрикасе из курицы с грибами,0,60,1 час ,Порции,3,106.72,8.54,4.98,6.64,2,1,[198 494 315 364 308 488  62 314 390 486 399 130 340],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу', 'г', 'по вкусу']","[600.0, 400.0, 100.0, 200.0, 50.0, 15.0, 200.0, 34.0, 0, 0, 0, 450.0, 0]",https://food.ru/recipes/190452,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80MnFvQW0uanBlZw.jpg
420,Рыбный суп из хека с помидорами,0,50,50 минут,Порции,3,33.39,2.57,1.51,2.37,1,0,[471 175 132 315 294 390 399 314  62],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[350.0, 40.0, 240.0, 40.0, 160.0, 12.5, 1.0, 34.0, 2000.0]",https://food.ru/recipes/190453,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAxNi80M0xrckUuanBlZw.jpg
421,Куриная печень в сметане на ужин,0,35,35 минут,Порции,3,197.38,11.28,15.79,2.35,1,1,[196 291 390 486 379  62 308],"['г', 'г', 'по вкусу', 'по вкусу', 'г', 'г', 'г']","[300.0, 51.0, 0, 0, 75.0, 100.0, 12.5]",https://food.ru/recipes/190454,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80THJZN0suanBlZw.jpg
422,Супчик на домашней курочке с вермишелью,0,160,2 часа 40 минут,Порций,8,135.94,9.48,7.52,7.67,1,0,[203 132 252 315  52 390 458],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'г']","[500.0, 240.0, 90.0, 80.0, 25.0, 0, 15.0]",https://food.ru/recipes/190456,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zY0dvZ1IuanBlZw.jpg
423,Стейк из трески на сковороде,0,25,25 минут,Порции,4,221.24,11.53,9.44,23.44,2,1,[406 308 199 272 314 390 486 401 214 212 335],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу', 'г', 'г', 'по вкусу']","[400.0, 125.0, 60.0, 150.0, 68.0, 0, 0, 0, 36.0, 28.0, 0]",https://food.ru/recipes/190457,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zTjhVYm4uanBlZw.jpg
424,Дынный смузи с яблочным соком,0,30,30 минут,Порция,1,67.57,0.4,0.31,7.73,1,0,[ 86 505 158],"['г', 'г', 'г']","[100.0, 200.0, 50.0]",https://food.ru/recipes/190458,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zYjdYaHouanBlZw.jpg
425,Бутерброды с рыбой на скорую руку,1,15,15 минут,Порции,4,183.08,12.13,6.32,15.55,1,0,[317 361 434 268 340 390 399 212],"['г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'г']","[140.0, 100.0, 100.0, 50.0, 15.0, 0, 0, 14.0]",https://food.ru/recipes/190459,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9Ic3BMcVguanBlZw.jpg
426,Сытный винегрет с зеленым горошком и квашеной капустой,0,60,1 час ,Порции,4,47.24,1.61,0.21,9.63,1,0,[342 252 132 157 133 388 390 291],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу']","[260.0, 90.0, 360.0, 60.0, 100.0, 120.0, 0, 0]",https://food.ru/recipes/190460,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS90SFlCNWkuanBlZw.jpg
427,Курица в кисло-сладком соусе,0,35,35 минут,Порции,2,185.5,10.2,13.57,5.88,2,2,[195 182 385  62 135  57 488 337 314 390 486  27],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по вкусу']","[300.0, 8.0, 100.0, 200.0, 25.0, 18.0, 10.0, 25.0, 100.0, 0, 0, 0]",https://food.ru/recipes/190461,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9kbmpFZjkuanBlZw.jpg
428,Тушеный фарш с овощами на оливковом масле,0,25,25 минут,Порции,4,230.51,6.61,21.05,3.11,1,0,[461  14 252 363 315 271 390],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу']","[400.0, 420.0, 90.0, 100.0, 80.0, 250.0, 0]",https://food.ru/recipes/190463,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zemU4WVkuanBlZw.jpg
429,Котлеты из курицы,0,60,1 час ,Порции,4,162.02,20.04,9.31,1.82,2,1,[195 199 315 427 285 314 390 486 322],"['г', 'г', 'г', 'г', 'г', 'г', 'по вкусу', 'по вкусу', 'по желанию']","[500.0, 60.0, 50.0, 40.0, 6.0, 34.0, 0, 0, 0]",https://food.ru/recipes/190464,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9mYmNIbXEuanBlZw.jpg
430,"Печеночный торт с луком, морковью и кинзой",0,770,12 часов 50 минут,Порции,4,173.12,10.28,10.27,9.66,1,0,[196 510 308 390 314 315 252 140 221],"['г', 'г', 'г', 'по вкусу', 'г', 'г', 'г', 'г', 'г']","[400.0, 120.0, 100.0, 0, 35.0, 160.0, 180.0, 10.0, 50.0]",https://food.ru/recipes/190466,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS9QVGZTRVkuanBlZw.jpg
431,Печенье на маргарине,0,30,30 минут,Штук,10,436.97,6.09,23.84,53.71,2,0,[308 337  44 229  88 478 480],"['г', 'г', 'г', 'г', 'г', 'г', 'по желанию']","[230.0, 100.0, 8.0, 120.0, 34.0, 2.0, 0]",https://food.ru/recipes/190467,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS80VlBUSkwuanBlZw.jpg
432,Суп-пюре из брокколи,0,40,40 минут,Порции,2,83.61,1.94,4.25,9.76,2,2,[ 36 132 220 488 372 367  62 486 390 241 372 488],"['г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г', 'г']","[200.0, 160.0, 30.0, 5.0, 25.0, 100.0, 600.0, 1.25, 2.0, 150.0, 10.0, 5.0]",https://food.ru/recipes/190469,https://cdn.food.ru/unsigned/fit/2544/1908/ce/0/czM6Ly9tZWRpYS9waWN0dXJlcy8yMDIzMTAwMS8zVmJFOHMuanBlZw.jpg
